StartTime: 2022-07-07 22:45:12.441
address	Time(s)	ChipTime
0x50	 22:45:18.467	 2021-07-11 01:33:38.342
0x50	 22:45:18.467	 2021-07-11 01:33:38.344
0x50	 22:45:18.483	 2021-07-11 01:33:38.346
0x50	 22:45:18.483	 2021-07-11 01:33:38.348
0x50	 22:45:18.483	 2021-07-11 01:33:38.350
0x50	 22:45:18.483	 2021-07-11 01:33:38.352
0x50	 22:45:18.483	 2021-07-11 01:33:38.354
0x50	 22:45:18.483	 2021-07-11 01:33:38.356
0x50	 22:45:18.483	 2021-07-11 01:33:38.358
0x50	 22:45:18.483	 2021-07-11 01:33:38.360
0x50	 22:45:18.498	 2021-07-11 01:33:38.362
0x50	 22:45:18.498	 2021-07-11 01:33:38.364
0x50	 22:45:18.498	 2021-07-11 01:33:38.366
0x50	 22:45:18.498	 2021-07-11 01:33:38.368
0x50	 22:45:18.498	 2021-07-11 01:33:38.370
0x50	 22:45:18.498	 2021-07-11 01:33:38.372
0x50	 22:45:18.498	 2021-07-11 01:33:38.374
0x50	 22:45:18.498	 2021-07-11 01:33:38.376
0x50	 22:45:18.514	 2021-07-11 01:33:38.378
0x50	 22:45:18.514	 2021-07-11 01:33:38.380
0x50	 22:45:18.514	 2021-07-11 01:33:38.382
0x50	 22:45:18.514	 2021-07-11 01:33:38.384
0x50	 22:45:18.514	 2021-07-11 01:33:38.386
0x50	 22:45:18.514	 2021-07-11 01:33:38.388
0x50	 22:45:18.514	 2021-07-11 01:33:38.390
0x50	 22:45:18.514	 2021-07-11 01:33:38.392
0x50	 22:45:18.530	 2021-07-11 01:33:38.394
0x50	 22:45:18.530	 2021-07-11 01:33:38.396
0x50	 22:45:18.530	 2021-07-11 01:33:38.398
0x50	 22:45:18.530	 2021-07-11 01:33:38.400
0x50	 22:45:18.530	 2021-07-11 01:33:38.402
0x50	 22:45:18.530	 2021-07-11 01:33:38.404
0x50	 22:45:18.530	 2021-07-11 01:33:38.406
0x50	 22:45:18.530	 2021-07-11 01:33:38.408
0x50	 22:45:18.530	 2021-07-11 01:33:38.410
0x50	 22:45:18.544	 2021-07-11 01:33:38.412
0x50	 22:45:18.544	 2021-07-11 01:33:38.414
0x50	 22:45:18.544	 2021-07-11 01:33:38.416
0x50	 22:45:18.544	 2021-07-11 01:33:38.418
0x50	 22:45:18.544	 2021-07-11 01:33:38.420
0x50	 22:45:18.544	 2021-07-11 01:33:38.422
0x50	 22:45:18.544	 2021-07-11 01:33:38.424
0x50	 22:45:18.546	 2021-07-11 01:33:38.426
0x50	 22:45:18.561	 2021-07-11 01:33:38.428
0x50	 22:45:18.561	 2021-07-11 01:33:38.430
0x50	 22:45:18.561	 2021-07-11 01:33:38.432
0x50	 22:45:18.561	 2021-07-11 01:33:38.434
0x50	 22:45:18.561	 2021-07-11 01:33:38.436
0x50	 22:45:18.561	 2021-07-11 01:33:38.438
0x50	 22:45:18.561	 2021-07-11 01:33:38.440
0x50	 22:45:18.584	 2021-07-11 01:33:38.442
0x50	 22:45:18.584	 2021-07-11 01:33:38.444
0x50	 22:45:18.584	 2021-07-11 01:33:38.446
0x50	 22:45:18.584	 2021-07-11 01:33:38.448
0x50	 22:45:18.584	 2021-07-11 01:33:38.450
0x50	 22:45:18.584	 2021-07-11 01:33:38.452
0x50	 22:45:18.584	 2021-07-11 01:33:38.454
0x50	 22:45:18.584	 2021-07-11 01:33:38.456
0x50	 22:45:18.584	 2021-07-11 01:33:38.458
0x50	 22:45:18.584	 2021-07-11 01:33:38.460
0x50	 22:45:18.584	 2021-07-11 01:33:38.462
0x50	 22:45:18.584	 2021-07-11 01:33:38.464
0x50	 22:45:18.591	 2021-07-11 01:33:38.466
0x50	 22:45:18.591	 2021-07-11 01:33:38.468
0x50	 22:45:18.591	 2021-07-11 01:33:38.470
0x50	 22:45:18.608	 2021-07-11 01:33:38.472
0x50	 22:45:18.608	 2021-07-11 01:33:38.474
0x50	 22:45:18.608	 2021-07-11 01:33:38.476
0x50	 22:45:18.608	 2021-07-11 01:33:38.478
0x50	 22:45:18.608	 2021-07-11 01:33:38.480
0x50	 22:45:18.608	 2021-07-11 01:33:38.482
0x50	 22:45:18.608	 2021-07-11 01:33:38.484
0x50	 22:45:18.608	 2021-07-11 01:33:38.486
0x50	 22:45:18.624	 2021-07-11 01:33:38.488
0x50	 22:45:18.624	 2021-07-11 01:33:38.490
0x50	 22:45:18.624	 2021-07-11 01:33:38.492
0x50	 22:45:18.624	 2021-07-11 01:33:38.494
0x50	 22:45:18.624	 2021-07-11 01:33:38.496
0x50	 22:45:18.624	 2021-07-11 01:33:38.498
0x50	 22:45:18.624	 2021-07-11 01:33:38.500
0x50	 22:45:18.624	 2021-07-11 01:33:38.502
0x50	 22:45:18.639	 2021-07-11 01:33:38.504
0x50	 22:45:18.639	 2021-07-11 01:33:38.506
0x50	 22:45:18.639	 2021-07-11 01:33:38.508
0x50	 22:45:18.639	 2021-07-11 01:33:38.510
0x50	 22:45:18.639	 2021-07-11 01:33:38.512
0x50	 22:45:18.639	 2021-07-11 01:33:38.514
0x50	 22:45:18.639	 2021-07-11 01:33:38.516
0x50	 22:45:18.639	 2021-07-11 01:33:38.518
0x50	 22:45:18.657	 2021-07-11 01:33:38.520
0x50	 22:45:18.657	 2021-07-11 01:33:38.522
0x50	 22:45:18.657	 2021-07-11 01:33:38.524
0x50	 22:45:18.657	 2021-07-11 01:33:38.526
0x50	 22:45:18.657	 2021-07-11 01:33:38.528
0x50	 22:45:18.657	 2021-07-11 01:33:38.530
0x50	 22:45:18.657	 2021-07-11 01:33:38.532
0x50	 22:45:18.657	 2021-07-11 01:33:38.534
0x50	 22:45:18.657	 2021-07-11 01:33:38.536
0x50	 22:45:18.671	 2021-07-11 01:33:38.538
0x50	 22:45:18.671	 2021-07-11 01:33:38.540
0x50	 22:45:18.671	 2021-07-11 01:33:38.542
0x50	 22:45:18.671	 2021-07-11 01:33:38.544
0x50	 22:45:18.671	 2021-07-11 01:33:38.546
0x50	 22:45:18.671	 2021-07-11 01:33:38.548
0x50	 22:45:18.671	 2021-07-11 01:33:38.550
0x50	 22:45:18.688	 2021-07-11 01:33:38.552
0x50	 22:45:18.688	 2021-07-11 01:33:38.554
0x50	 22:45:18.688	 2021-07-11 01:33:38.556
0x50	 22:45:18.688	 2021-07-11 01:33:38.558
0x50	 22:45:18.688	 2021-07-11 01:33:38.560
0x50	 22:45:18.688	 2021-07-11 01:33:38.562
0x50	 22:45:18.688	 2021-07-11 01:33:38.564
0x50	 22:45:18.688	 2021-07-11 01:33:38.566
0x50	 22:45:18.703	 2021-07-11 01:33:38.568
0x50	 22:45:18.703	 2021-07-11 01:33:38.570
0x50	 22:45:18.703	 2021-07-11 01:33:38.572
0x50	 22:45:18.703	 2021-07-11 01:33:38.574
0x50	 22:45:18.703	 2021-07-11 01:33:38.576
0x50	 22:45:18.703	 2021-07-11 01:33:38.578
0x50	 22:45:18.703	 2021-07-11 01:33:38.580
0x50	 22:45:18.703	 2021-07-11 01:33:38.582
0x50	 22:45:18.718	 2021-07-11 01:33:38.584
0x50	 22:45:18.718	 2021-07-11 01:33:38.586
0x50	 22:45:18.718	 2021-07-11 01:33:38.588
0x50	 22:45:18.718	 2021-07-11 01:33:38.590
0x50	 22:45:18.718	 2021-07-11 01:33:38.592
0x50	 22:45:18.718	 2021-07-11 01:33:38.594
0x50	 22:45:18.718	 2021-07-11 01:33:38.596
0x50	 22:45:18.718	 2021-07-11 01:33:38.598
0x50	 22:45:18.735	 2021-07-11 01:33:38.600
0x50	 22:45:18.735	 2021-07-11 01:33:38.602
0x50	 22:45:18.735	 2021-07-11 01:33:38.604
0x50	 22:45:18.735	 2021-07-11 01:33:38.606
0x50	 22:45:18.735	 2021-07-11 01:33:38.608
0x50	 22:45:18.735	 2021-07-11 01:33:38.610
0x50	 22:45:18.735	 2021-07-11 01:33:38.612
0x50	 22:45:18.735	 2021-07-11 01:33:38.614
0x50	 22:45:18.749	 2021-07-11 01:33:38.616
0x50	 22:45:18.749	 2021-07-11 01:33:38.618
0x50	 22:45:18.749	 2021-07-11 01:33:38.620
0x50	 22:45:18.749	 2021-07-11 01:33:38.622
0x50	 22:45:18.749	 2021-07-11 01:33:38.624
0x50	 22:45:18.749	 2021-07-11 01:33:38.626
0x50	 22:45:18.749	 2021-07-11 01:33:38.628
0x50	 22:45:18.750	 2021-07-11 01:33:38.630
0x50	 22:45:18.764	 2021-07-11 01:33:38.632
0x50	 22:45:18.764	 2021-07-11 01:33:38.634
0x50	 22:45:18.764	 2021-07-11 01:33:38.636
0x50	 22:45:18.764	 2021-07-11 01:33:38.638
0x50	 22:45:18.764	 2021-07-11 01:33:38.640
0x50	 22:45:18.764	 2021-07-11 01:33:38.642
0x50	 22:45:18.764	 2021-07-11 01:33:38.644
0x50	 22:45:18.788	 2021-07-11 01:33:38.646
0x50	 22:45:18.788	 2021-07-11 01:33:38.648
0x50	 22:45:18.788	 2021-07-11 01:33:38.650
0x50	 22:45:18.788	 2021-07-11 01:33:38.652
0x50	 22:45:18.788	 2021-07-11 01:33:38.654
0x50	 22:45:18.788	 2021-07-11 01:33:38.656
0x50	 22:45:18.788	 2021-07-11 01:33:38.658
0x50	 22:45:18.788	 2021-07-11 01:33:38.660
0x50	 22:45:18.788	 2021-07-11 01:33:38.662
0x50	 22:45:18.788	 2021-07-11 01:33:38.664
0x50	 22:45:18.788	 2021-07-11 01:33:38.666
0x50	 22:45:18.788	 2021-07-11 01:33:38.668
0x50	 22:45:18.797	 2021-07-11 01:33:38.670
0x50	 22:45:18.797	 2021-07-11 01:33:38.672
0x50	 22:45:18.797	 2021-07-11 01:33:38.674
0x50	 22:45:18.797	 2021-07-11 01:33:38.676
0x50	 22:45:18.811	 2021-07-11 01:33:38.678
0x50	 22:45:18.811	 2021-07-11 01:33:38.680
0x50	 22:45:18.811	 2021-07-11 01:33:38.682
0x50	 22:45:18.811	 2021-07-11 01:33:38.684
0x50	 22:45:18.812	 2021-07-11 01:33:38.686
0x50	 22:45:18.812	 2021-07-11 01:33:38.688
0x50	 22:45:18.812	 2021-07-11 01:33:38.690
0x50	 22:45:18.830	 2021-07-11 01:33:38.692
0x50	 22:45:18.830	 2021-07-11 01:33:38.694
0x50	 22:45:18.830	 2021-07-11 01:33:38.696
0x50	 22:45:18.830	 2021-07-11 01:33:38.698
0x50	 22:45:18.830	 2021-07-11 01:33:38.700
0x50	 22:45:18.830	 2021-07-11 01:33:38.702
0x50	 22:45:18.830	 2021-07-11 01:33:38.704
0x50	 22:45:18.830	 2021-07-11 01:33:38.706
0x50	 22:45:18.830	 2021-07-11 01:33:38.708
0x50	 22:45:18.830	 2021-07-11 01:33:38.709
0x50	 22:45:18.843	 2021-07-11 01:33:38.710
0x50	 22:45:18.843	 2021-07-11 01:33:38.712
0x50	 22:45:18.843	 2021-07-11 01:33:38.714
0x50	 22:45:18.843	 2021-07-11 01:33:38.716
0x50	 22:45:18.843	 2021-07-11 01:33:38.718
0x50	 22:45:18.843	 2021-07-11 01:33:38.720
0x50	 22:45:18.843	 2021-07-11 01:33:38.722
0x50	 22:45:18.861	 2021-07-11 01:33:38.724
0x50	 22:45:18.861	 2021-07-11 01:33:38.726
0x50	 22:45:18.861	 2021-07-11 01:33:38.728
0x50	 22:45:18.861	 2021-07-11 01:33:38.730
0x50	 22:45:18.861	 2021-07-11 01:33:38.732
0x50	 22:45:18.861	 2021-07-11 01:33:38.734
0x50	 22:45:18.861	 2021-07-11 01:33:38.736
0x50	 22:45:18.861	 2021-07-11 01:33:38.738
0x50	 22:45:18.861	 2021-07-11 01:33:38.740
0x50	 22:45:18.876	 2021-07-11 01:33:38.742
0x50	 22:45:18.876	 2021-07-11 01:33:38.744
0x50	 22:45:18.876	 2021-07-11 01:33:38.746
0x50	 22:45:18.876	 2021-07-11 01:33:38.748
0x50	 22:45:18.876	 2021-07-11 01:33:38.750
0x50	 22:45:18.876	 2021-07-11 01:33:38.752
0x50	 22:45:18.876	 2021-07-11 01:33:38.754
0x50	 22:45:18.892	 2021-07-11 01:33:38.756
0x50	 22:45:18.892	 2021-07-11 01:33:38.758
0x50	 22:45:18.892	 2021-07-11 01:33:38.760
0x50	 22:45:18.892	 2021-07-11 01:33:38.762
0x50	 22:45:18.892	 2021-07-11 01:33:38.764
0x50	 22:45:18.892	 2021-07-11 01:33:38.766
0x50	 22:45:18.892	 2021-07-11 01:33:38.768
0x50	 22:45:18.892	 2021-07-11 01:33:38.770
0x50	 22:45:18.892	 2021-07-11 01:33:38.772
0x50	 22:45:18.908	 2021-07-11 01:33:38.774
0x50	 22:45:18.908	 2021-07-11 01:33:38.776
0x50	 22:45:18.908	 2021-07-11 01:33:38.778
0x50	 22:45:18.908	 2021-07-11 01:33:38.780
0x50	 22:45:18.908	 2021-07-11 01:33:38.782
0x50	 22:45:18.908	 2021-07-11 01:33:38.784
0x50	 22:45:18.908	 2021-07-11 01:33:38.786
0x50	 22:45:18.923	 2021-07-11 01:33:38.788
0x50	 22:45:18.923	 2021-07-11 01:33:38.790
0x50	 22:45:18.923	 2021-07-11 01:33:38.792
0x50	 22:45:18.923	 2021-07-11 01:33:38.794
0x50	 22:45:18.923	 2021-07-11 01:33:38.796
0x50	 22:45:18.923	 2021-07-11 01:33:38.798
0x50	 22:45:18.923	 2021-07-11 01:33:38.800
0x50	 22:45:18.923	 2021-07-11 01:33:38.802
0x50	 22:45:18.940	 2021-07-11 01:33:38.804
0x50	 22:45:18.940	 2021-07-11 01:33:38.806
0x50	 22:45:18.940	 2021-07-11 01:33:38.808
0x50	 22:45:18.940	 2021-07-11 01:33:38.810
0x50	 22:45:18.940	 2021-07-11 01:33:38.812
0x50	 22:45:18.940	 2021-07-11 01:33:38.814
0x50	 22:45:18.940	 2021-07-11 01:33:38.816
0x50	 22:45:18.940	 2021-07-11 01:33:38.818
0x50	 22:45:18.940	 2021-07-11 01:33:38.820
0x50	 22:45:18.954	 2021-07-11 01:33:38.822
0x50	 22:45:18.954	 2021-07-11 01:33:38.824
0x50	 22:45:18.954	 2021-07-11 01:33:38.826
0x50	 22:45:18.954	 2021-07-11 01:33:38.828
0x50	 22:45:18.954	 2021-07-11 01:33:38.830
0x50	 22:45:18.954	 2021-07-11 01:33:38.832
0x50	 22:45:18.954	 2021-07-11 01:33:38.834
0x50	 22:45:18.955	 2021-07-11 01:33:38.836
0x50	 22:45:18.970	 2021-07-11 01:33:38.838
0x50	 22:45:18.970	 2021-07-11 01:33:38.840
0x50	 22:45:18.970	 2021-07-11 01:33:38.842
0x50	 22:45:18.970	 2021-07-11 01:33:38.844
0x50	 22:45:18.970	 2021-07-11 01:33:38.846
0x50	 22:45:18.970	 2021-07-11 01:33:38.848
0x50	 22:45:18.970	 2021-07-11 01:33:38.850
0x50	 22:45:18.998	 2021-07-11 01:33:38.852
0x50	 22:45:18.998	 2021-07-11 01:33:38.854
0x50	 22:45:18.998	 2021-07-11 01:33:38.856
0x50	 22:45:18.998	 2021-07-11 01:33:38.858
0x50	 22:45:18.998	 2021-07-11 01:33:38.860
0x50	 22:45:18.998	 2021-07-11 01:33:38.862
0x50	 22:45:18.998	 2021-07-11 01:33:38.864
0x50	 22:45:18.998	 2021-07-11 01:33:38.866
0x50	 22:45:18.998	 2021-07-11 01:33:38.868
0x50	 22:45:18.998	 2021-07-11 01:33:38.870
0x50	 22:45:18.998	 2021-07-11 01:33:38.872
0x50	 22:45:18.998	 2021-07-11 01:33:38.874
0x50	 22:45:18.998	 2021-07-11 01:33:38.876
0x50	 22:45:18.998	 2021-07-11 01:33:38.878
0x50	 22:45:19.001	 2021-07-11 01:33:38.880
0x50	 22:45:19.004	 2021-07-11 01:33:38.882
0x50	 22:45:19.004	 2021-07-11 01:33:38.884
0x50	 22:45:19.017	 2021-07-11 01:33:38.886
0x50	 22:45:19.017	 2021-07-11 01:33:38.888
0x50	 22:45:19.017	 2021-07-11 01:33:38.890
0x50	 22:45:19.017	 2021-07-11 01:33:38.892
0x50	 22:45:19.017	 2021-07-11 01:33:38.894
0x50	 22:45:19.017	 2021-07-11 01:33:38.896
0x50	 22:45:19.017	 2021-07-11 01:33:38.898
0x50	 22:45:19.035	 2021-07-11 01:33:38.900
0x50	 22:45:19.035	 2021-07-11 01:33:38.902
0x50	 22:45:19.035	 2021-07-11 01:33:38.904
0x50	 22:45:19.035	 2021-07-11 01:33:38.906
0x50	 22:45:19.035	 2021-07-11 01:33:38.908
0x50	 22:45:19.035	 2021-07-11 01:33:38.910
0x50	 22:45:19.035	 2021-07-11 01:33:38.912
0x50	 22:45:19.035	 2021-07-11 01:33:38.914
0x50	 22:45:19.050	 2021-07-11 01:33:38.916
0x50	 22:45:19.050	 2021-07-11 01:33:38.918
0x50	 22:45:19.050	 2021-07-11 01:33:38.920
0x50	 22:45:19.050	 2021-07-11 01:33:38.922
0x50	 22:45:19.050	 2021-07-11 01:33:38.924
0x50	 22:45:19.050	 2021-07-11 01:33:38.926
0x50	 22:45:19.050	 2021-07-11 01:33:38.928
0x50	 22:45:19.050	 2021-07-11 01:33:38.930
0x50	 22:45:19.065	 2021-07-11 01:33:38.932
0x50	 22:45:19.065	 2021-07-11 01:33:38.934
0x50	 22:45:19.065	 2021-07-11 01:33:38.936
0x50	 22:45:19.065	 2021-07-11 01:33:38.938
0x50	 22:45:19.065	 2021-07-11 01:33:38.940
0x50	 22:45:19.065	 2021-07-11 01:33:38.942
0x50	 22:45:19.065	 2021-07-11 01:33:38.944
0x50	 22:45:19.081	 2021-07-11 01:33:38.946
0x50	 22:45:19.081	 2021-07-11 01:33:38.948
0x50	 22:45:19.081	 2021-07-11 01:33:38.950
0x50	 22:45:19.081	 2021-07-11 01:33:38.952
0x50	 22:45:19.081	 2021-07-11 01:33:38.954
0x50	 22:45:19.081	 2021-07-11 01:33:38.956
0x50	 22:45:19.081	 2021-07-11 01:33:38.958
0x50	 22:45:19.081	 2021-07-11 01:33:38.960
0x50	 22:45:19.097	 2021-07-11 01:33:38.962
0x50	 22:45:19.097	 2021-07-11 01:33:38.964
0x50	 22:45:19.097	 2021-07-11 01:33:38.966
0x50	 22:45:19.097	 2021-07-11 01:33:38.968
0x50	 22:45:19.097	 2021-07-11 01:33:38.970
0x50	 22:45:19.097	 2021-07-11 01:33:38.972
0x50	 22:45:19.097	 2021-07-11 01:33:38.974
0x50	 22:45:19.097	 2021-07-11 01:33:38.976
0x50	 22:45:19.112	 2021-07-11 01:33:38.978
0x50	 22:45:19.112	 2021-07-11 01:33:38.980
0x50	 22:45:19.112	 2021-07-11 01:33:38.982
0x50	 22:45:19.112	 2021-07-11 01:33:38.984
0x50	 22:45:19.112	 2021-07-11 01:33:38.986
0x50	 22:45:19.112	 2021-07-11 01:33:38.988
0x50	 22:45:19.112	 2021-07-11 01:33:38.990
0x50	 22:45:19.112	 2021-07-11 01:33:38.992
0x50	 22:45:19.127	 2021-07-11 01:33:38.994
0x50	 22:45:19.127	 2021-07-11 01:33:38.996
0x50	 22:45:19.127	 2021-07-11 01:33:38.998
0x50	 22:45:19.127	 2021-07-11 01:33:39.000
0x50	 22:45:19.127	 2021-07-11 01:33:39.002
0x50	 22:45:19.127	 2021-07-11 01:33:39.004
0x50	 22:45:19.127	 2021-07-11 01:33:39.006
0x50	 22:45:19.127	 2021-07-11 01:33:39.008
0x50	 22:45:19.144	 2021-07-11 01:33:39.010
0x50	 22:45:19.144	 2021-07-11 01:33:39.012
0x50	 22:45:19.144	 2021-07-11 01:33:39.014
0x50	 22:45:19.144	 2021-07-11 01:33:39.016
0x50	 22:45:19.144	 2021-07-11 01:33:39.018
0x50	 22:45:19.144	 2021-07-11 01:33:39.020
0x50	 22:45:19.144	 2021-07-11 01:33:39.022
0x50	 22:45:19.144	 2021-07-11 01:33:39.024
0x50	 22:45:19.160	 2021-07-11 01:33:39.026
0x50	 22:45:19.160	 2021-07-11 01:33:39.028
0x50	 22:45:19.160	 2021-07-11 01:33:39.030
0x50	 22:45:19.160	 2021-07-11 01:33:39.032
0x50	 22:45:19.160	 2021-07-11 01:33:39.034
0x50	 22:45:19.160	 2021-07-11 01:33:39.036
0x50	 22:45:19.160	 2021-07-11 01:33:39.038
0x50	 22:45:19.160	 2021-07-11 01:33:39.040
0x50	 22:45:19.161	 2021-07-11 01:33:39.042
0x50	 22:45:19.177	 2021-07-11 01:33:39.044
0x50	 22:45:19.177	 2021-07-11 01:33:39.046
0x50	 22:45:19.177	 2021-07-11 01:33:39.048
0x50	 22:45:19.177	 2021-07-11 01:33:39.050
0x50	 22:45:19.177	 2021-07-11 01:33:39.052
0x50	 22:45:19.177	 2021-07-11 01:33:39.054
0x50	 22:45:19.177	 2021-07-11 01:33:39.056
0x50	 22:45:19.204	 2021-07-11 01:33:39.058
0x50	 22:45:19.204	 2021-07-11 01:33:39.060
0x50	 22:45:19.204	 2021-07-11 01:33:39.062
0x50	 22:45:19.204	 2021-07-11 01:33:39.064
0x50	 22:45:19.204	 2021-07-11 01:33:39.066
0x50	 22:45:19.204	 2021-07-11 01:33:39.068
0x50	 22:45:19.204	 2021-07-11 01:33:39.070
0x50	 22:45:19.204	 2021-07-11 01:33:39.072
0x50	 22:45:19.204	 2021-07-11 01:33:39.074
0x50	 22:45:19.204	 2021-07-11 01:33:39.076
0x50	 22:45:19.204	 2021-07-11 01:33:39.078
0x50	 22:45:19.204	 2021-07-11 01:33:39.080
0x50	 22:45:19.204	 2021-07-11 01:33:39.082
0x50	 22:45:19.204	 2021-07-11 01:33:39.084
0x50	 22:45:19.222	 2021-07-11 01:33:39.086
0x50	 22:45:19.222	 2021-07-11 01:33:39.088
0x50	 22:45:19.222	 2021-07-11 01:33:39.090
0x50	 22:45:19.222	 2021-07-11 01:33:39.092
0x50	 22:45:19.222	 2021-07-11 01:33:39.094
0x50	 22:45:19.222	 2021-07-11 01:33:39.096
0x50	 22:45:19.222	 2021-07-11 01:33:39.098
0x50	 22:45:19.222	 2021-07-11 01:33:39.100
0x50	 22:45:19.222	 2021-07-11 01:33:39.102
0x50	 22:45:19.224	 2021-07-11 01:33:39.104
0x50	 22:45:19.238	 2021-07-11 01:33:39.106
0x50	 22:45:19.238	 2021-07-11 01:33:39.108
0x50	 22:45:19.238	 2021-07-11 01:33:39.110
0x50	 22:45:19.238	 2021-07-11 01:33:39.112
0x50	 22:45:19.238	 2021-07-11 01:33:39.114
0x50	 22:45:19.238	 2021-07-11 01:33:39.116
0x50	 22:45:19.238	 2021-07-11 01:33:39.118
0x50	 22:45:19.255	 2021-07-11 01:33:39.120
0x50	 22:45:19.255	 2021-07-11 01:33:39.122
0x50	 22:45:19.255	 2021-07-11 01:33:39.124
0x50	 22:45:19.255	 2021-07-11 01:33:39.126
0x50	 22:45:19.255	 2021-07-11 01:33:39.128
0x50	 22:45:19.255	 2021-07-11 01:33:39.130
0x50	 22:45:19.255	 2021-07-11 01:33:39.132
0x50	 22:45:19.255	 2021-07-11 01:33:39.134
0x50	 22:45:19.271	 2021-07-11 01:33:39.136
0x50	 22:45:19.271	 2021-07-11 01:33:39.138
0x50	 22:45:19.271	 2021-07-11 01:33:39.140
0x50	 22:45:19.271	 2021-07-11 01:33:39.142
0x50	 22:45:19.271	 2021-07-11 01:33:39.144
0x50	 22:45:19.271	 2021-07-11 01:33:39.146
0x50	 22:45:19.271	 2021-07-11 01:33:39.148
0x50	 22:45:19.271	 2021-07-11 01:33:39.150
0x50	 22:45:19.272	 2021-07-11 01:33:39.152
0x50	 22:45:19.286	 2021-07-11 01:33:39.154
0x50	 22:45:19.286	 2021-07-11 01:33:39.156
0x50	 22:45:19.286	 2021-07-11 01:33:39.158
0x50	 22:45:19.286	 2021-07-11 01:33:39.160
0x50	 22:45:19.286	 2021-07-11 01:33:39.162
0x50	 22:45:19.286	 2021-07-11 01:33:39.164
0x50	 22:45:19.286	 2021-07-11 01:33:39.166
0x50	 22:45:19.301	 2021-07-11 01:33:39.168
0x50	 22:45:19.301	 2021-07-11 01:33:39.170
0x50	 22:45:19.301	 2021-07-11 01:33:39.172
0x50	 22:45:19.301	 2021-07-11 01:33:39.174
0x50	 22:45:19.301	 2021-07-11 01:33:39.176
0x50	 22:45:19.301	 2021-07-11 01:33:39.178
0x50	 22:45:19.301	 2021-07-11 01:33:39.180
0x50	 22:45:19.317	 2021-07-11 01:33:39.182
0x50	 22:45:19.317	 2021-07-11 01:33:39.184
0x50	 22:45:19.317	 2021-07-11 01:33:39.186
0x50	 22:45:19.317	 2021-07-11 01:33:39.188
0x50	 22:45:19.317	 2021-07-11 01:33:39.190
0x50	 22:45:19.317	 2021-07-11 01:33:39.192
0x50	 22:45:19.317	 2021-07-11 01:33:39.194
0x50	 22:45:19.317	 2021-07-11 01:33:39.196
0x50	 22:45:19.333	 2021-07-11 01:33:39.198
0x50	 22:45:19.333	 2021-07-11 01:33:39.200
0x50	 22:45:19.333	 2021-07-11 01:33:39.202
0x50	 22:45:19.333	 2021-07-11 01:33:39.204
0x50	 22:45:19.333	 2021-07-11 01:33:39.206
0x50	 22:45:19.333	 2021-07-11 01:33:39.208
0x50	 22:45:19.333	 2021-07-11 01:33:39.210
0x50	 22:45:19.333	 2021-07-11 01:33:39.212
0x50	 22:45:19.334	 2021-07-11 01:33:39.214
0x50	 22:45:19.349	 2021-07-11 01:33:39.216
0x50	 22:45:19.349	 2021-07-11 01:33:39.218
0x50	 22:45:19.349	 2021-07-11 01:33:39.220
0x50	 22:45:19.349	 2021-07-11 01:33:39.222
0x50	 22:45:19.349	 2021-07-11 01:33:39.224
0x50	 22:45:19.349	 2021-07-11 01:33:39.226
0x50	 22:45:19.349	 2021-07-11 01:33:39.228
0x50	 22:45:19.349	 2021-07-11 01:33:39.230
0x50	 22:45:19.364	 2021-07-11 01:33:39.232
0x50	 22:45:19.364	 2021-07-11 01:33:39.234
0x50	 22:45:19.364	 2021-07-11 01:33:39.236
0x50	 22:45:19.364	 2021-07-11 01:33:39.238
0x50	 22:45:19.364	 2021-07-11 01:33:39.240
0x50	 22:45:19.364	 2021-07-11 01:33:39.242
0x50	 22:45:19.364	 2021-07-11 01:33:39.244
0x50	 22:45:19.379	 2021-07-11 01:33:39.246
0x50	 22:45:19.379	 2021-07-11 01:33:39.248
0x50	 22:45:19.379	 2021-07-11 01:33:39.250
0x50	 22:45:19.379	 2021-07-11 01:33:39.252
0x50	 22:45:19.379	 2021-07-11 01:33:39.254
0x50	 22:45:19.379	 2021-07-11 01:33:39.256
0x50	 22:45:19.379	 2021-07-11 01:33:39.258
0x50	 22:45:19.395	 2021-07-11 01:33:39.260
0x50	 22:45:19.395	 2021-07-11 01:33:39.262
0x50	 22:45:19.395	 2021-07-11 01:33:39.264
0x50	 22:45:19.395	 2021-07-11 01:33:39.266
0x50	 22:45:19.395	 2021-07-11 01:33:39.268
0x50	 22:45:19.395	 2021-07-11 01:33:39.270
0x50	 22:45:19.395	 2021-07-11 01:33:39.272
0x50	 22:45:19.395	 2021-07-11 01:33:39.274
0x50	 22:45:19.422	 2021-07-11 01:33:39.276
0x50	 22:45:19.422	 2021-07-11 01:33:39.278
0x50	 22:45:19.422	 2021-07-11 01:33:39.280
0x50	 22:45:19.422	 2021-07-11 01:33:39.282
0x50	 22:45:19.422	 2021-07-11 01:33:39.284
0x50	 22:45:19.422	 2021-07-11 01:33:39.286
0x50	 22:45:19.422	 2021-07-11 01:33:39.288
0x50	 22:45:19.422	 2021-07-11 01:33:39.290
0x50	 22:45:19.422	 2021-07-11 01:33:39.292
0x50	 22:45:19.422	 2021-07-11 01:33:39.294
0x50	 22:45:19.422	 2021-07-11 01:33:39.296
0x50	 22:45:19.422	 2021-07-11 01:33:39.298
0x50	 22:45:19.422	 2021-07-11 01:33:39.300
